adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,40000,Comedy;Drama,http://www.mux-braucht-dich.de/,4896,tt0396746,de,Muxmäuschenstill,A pseudo documentary study of an archetypal German who tries to model his world according to his ideas of law and (sexual) order.,0.338723,/tUVb3IJzTkt4KwiT5dHdLYrolk8.jpg,Schiwago Film,,2004-01-28,0,90,en;de,Released,,Muxmäuschenstill,False,7.1,7,berlin;idealism;murder;arrogance;vigilantism
False,,30000000,Drama,http://www.milliondollarbaby-derfilm.de/,70,tt0405159,en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",14.471373,/h4VZKi2Jt4VoBYJmtC4c3bO8KqM.jpg,Lakeshore Entertainment;Malpaso Productions;Epsilon Motion Pictures;Warner Bros.;Albert S. Ruddy Productions,,2004-12-15,216763646,132,en;ga,Released,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,False,7.7,2519,transporter;suicide attempt;strong woman;boxer;dying and death;stroke of fate;training;advancement;sport;female protagonist;boxing trainer;determination
False,,0,Drama;Romance;Crime,,1280,tt0423866,ko,빈집,"A young man, whose only possession is a motorcycle, spends his time riding around the city looking for empty apartments. After finding one, he hangs out for a while, fixing himself something to eat, washing laundry or making small repairs in return. He always tries to leave before the owners get back but in one ostensibly empty mansion he meets the abused wife of a rich man and she escapes with him...",12.949881,/hr8ghKbdo3UGUROYafpN38Sohfe.jpg,Kim Ki-Duk Film;Cineclick Asia,,2004-10-15,0,88,ko,Released,,3-Iron,False,7.7,225,love triangle;prison;jealousy;wife husband relationship;burglar;love of one's life;violent husband;golf;mannequin;seoul
False,,116000000,Drama,,2567,tt0338751,en,The Aviator,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",9.86738,/3MKBQgIHI5DPVNvryiTesskS5mf.jpg,Miramax Films;Appian Way;Forward Pass;Cappa Productions;Warner Bros.;Initial Entertainment Group (IEG);IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG;Mel's Cite du Cinema,,2004-12-17,102000000,170,en,Released,"For some men, the sky was the limit. For him, it was just the beginning.",The Aviator,False,7.0,1526,ladykiller;pilot;biography;womanizer;aviation;phobia;u.s. congress;flying boat;test flight
False,,2700000,Comedy;Drama,http://www.sommersturm.de/main.html,342,tt0420206,de,Sommersturm,"Tobi and Achim, the pride of the local crew club, have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin, the storm that breaks out is more than meteorlogical...",3.894549,/o9J7BEdsv0fUl89WwUCCW9Iq9Xj.jpg,Claussen + Wöbke Filmproduktion GmbH,,2004-09-02,0,98,de,Released,,Summer Storm,False,6.7,60,holiday;gay;male nudity;competition;sexual identity;sex;lovesickness;heterosexual;coming out;row;lake;camping;tent;summer camp;friendship;sport;crush;teenage crush;summer;youth;lgbt
False,,250000,Drama,http://www.dasweisserauschen.de/,273,tt0276617,de,Das weisse Rauschen,"Lukas, a young schizophrenic man, has to deal with a new town, a new relationship, and the paranoia in his head.",3.10114,/kPY3OULwq3RbubFCMJ3aPyj82uW.jpg,Cameo Film- und Fernsehproduktion;Kunsthochschule für Medien Köln (KHM),,2001-12-31,0,107,de,Released,,The White Sound,False,7.0,16,schizophrenia;hippie;spain;cologne;brother sister relationship;suicide attempt;roommate;cinema;wave;shower;paranoia;dying and death;university;drug;celebration
False,,0,War;Drama,,661,tt0079095,de,Die Ehe der Maria Braun,"The Marriage of Maria Braun is a collage of the times in Germany after the war, economic miracles, and a portrait of a woman who in her circumstances wants to emancipate and have a successful and happy career.",2.617272,/umHMlDhZoO0lSd6YadufzisxvBw.jpg,Westdeutscher Rundfunk (WDR);Albatros Filmproduktion;Trio Films;Filmverlag der Autoren;Fengler Films;Tango Film,,1979-02-20,0,116,en;de,Released,,The Marriage of Maria Braun,False,7.1,39,world war ii;empowerment;black market;strong woman;penitentiary;economic miracle;marriage;new german cinema
False,,0,Action;History;Horror,,7454,tt0252963,en,The Bunker,"In 1944, in the Belgian - German border, seven German soldiers survive an American attack in the front and lock themselves in a bunker to protect the position. Under siege by the enemy and with little ammunition, they decide to explore underground tunnels to seek supplies and find an escape route. While in the tunnel, weird things happen with the group.",4.415318,/i4B4UezWqgj34T4pGBeAWmiaW2j.jpg,Millennium Pictures,,2001-09-14,0,95,en;de,Released,,The Bunker,False,5.8,10,world war ii;bunker;german;nazis;soldier;ardennes;tunnel
False,,0,Documentary;Foreign,,41569,tt0402406,en,The Nomi Song,"Looks like an alien, sings like a diva - Klaus Nomi was one of the 1980s' most profoundly bizarre characters to emerge through rock music: a counter tenor who sang pop music like opera and brought opera to club audiences and made them like it. The Nomi Song is a film about fame, death, friendship, betrayal, opera, and the greatest New Wave rock star that never was!",0.468995,/v4kS8Su73qbOY0ghtvrwtBhJCZJ.jpg,,,2004-03-23,0,98,en;de,Released,,The Nomi Song,False,6.7,5,
False,,0,Action;Adventure;Comedy;Drama,,2926,tt0072281,en,The Three Musketeers,"The young D'Artagnan arrives in Paris with dreams of becoming a king's musketeer. He meets and quarrels with three men, Athos, Porthos, and Aramis, each of whom challenges him to a duel. D'Artagnan finds out they are musketeers and is invited to join them in their efforts to oppose Cardinal Richelieu, who wishes to increase his already considerable power over the king. D'Artagnan must also juggle affairs with the charming Constance Bonancieux and the passionate Lady De Winter, a secret agent for the cardinal.",11.811966,/gDxGDpmY3Oo6gqYA848SVzNemmM.jpg,Film Trust S.A.;Alexander Salkind,,1973-12-11,0,105,en,Released,. . . One for All and All for Fun!,The Three Musketeers,False,6.8,71,france;fight;louis xiii.;extramarital affair
False,,0,Crime,,4235,tt0064169,fr,Le Clan des Siciliens,"Roger Santet is a convicted murderer sprung from prison by the Sicilian clan headed by the aging Vittorio Manalese. They conspire to steal a large cache of jewels from an exhibit in Rome. As they are preparing for the heist, the mobster's American friend Tony Nicosia suggests that a better way to get the rocks would be to hijack the transport plane while it is en route to New York. The dogged inspector Le Goff is using all the available resources to thwart their plans. Though the heist itself is successful, Santet finds himself trapped by the mob because of his fling with Manalese's daughter-in-law",4.844351,/evj7SjxKHWXyH77r1QZN1alJGMR.jpg,Les Productions Fox Europa;Les Films du Siècle,,1969-12-01,0,125,en;fr;it,Released,"Behind every gun is ""The Sicilian Clan!""",The Sicilian Clan,False,7.1,38,juwelry heist
False,,9500000,Action;Drama;Fantasy;Foreign;Science Fiction,,6593,tt0107027,ja,ゴジラvsメカゴジラ,"The United Nations assembles the ultimate weapon to defeat Godzilla, while scientists discover a fresh pteranodon egg on a remote Japanese island.",2.13239,/89uE2QQEWAiXgNBwMQX4PLKptN.jpg,Toho Film (Eiga) Co. Ltd.,,1993-12-11,0,108,ja,Released,"In this fight, all will be over.",Godzilla vs. Mechagodzilla II,False,6.7,26,android;self sacrifice;giant robot;giant monster;tokusatsu;psychic;sibling;creature feature;gojira;giant egg;rodan;kaiju;esp;pterodactyl;container
False,,0,Drama,,1918,tt0388311,he,Or,"Or shoulders a lot: she's 17 or 18, a student, works evenings at a restaurant, recycles cans and bottles for cash, and tries to keep her mother Ruthie from returning to streetwalking in Tel Aviv. Ruthie calls Or ""my treasure,"" but Ruthie is a burden. She's just out of hospital, weak, and Or has found her a job as a house cleaner. The call of the quick money on the street is tough for Ruthie to ignore. Or's emotions roil further when the mother of the youth she's in love with comes to the flat to warn her off. With love fading and Ruthie perhaps beyond help, Or's choices narrow.",0.787469,/k6LMFpoxm4OU1Moo0EcGgMHT9nj.jpg,Bizibi;Canal+;Transfax Film Productions,,2004-09-09,0,95,he,Released,,Or (My Treasure),False,6.0,7,prostitute;tel aviv;escort service;teacher;mother daughter relationship;prostitution;woman director
False,,0,Drama;Thriller;Crime,,1093,tt0051378,fr,Ascenseur pour l'échafaud,"The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them.",5.184701,/gwPV0aXkNyb33BcLTbYH6b1bxya.jpg,Nouvelles Éditions de Film,,1958-01-29,263404,88,de;fr,Released,Frantic for life and love - Frantic for excitement,Elevator to the Gallows,False,7.6,85,paris;car race;suicide attempt;mercedes benz;camera;hearing;arms deal;blackout;suspicion of murder;motel;planned murder;suspicion;defense industry;pretended suicide;microfilm;photographic evidence;photography;secret love;french noir;elevator;film noir
False,,0,Romance;Comedy;Music,,1589,tt0337631,en,The Boys from County Clare,Two feuding brothers and their respective Ceilidh bands compete at a music festival. Set in 1960's Ireland.,0.227122,/zHFYubK4XoG9L2rdWjNf4ODWvo8.jpg,Isle of Man Film Commission;Studio Hamburg WorldWide Pictures,,2003-09-12,0,91,en,Released,,The Boys from County Clare,False,6.5,3,musician;music;ireland
False,,3500000,Action,,540,tt0367631,en,D.E.B.S.,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,5.161493,/4VXECCSovzeF3TxpPnKs8L193FS.jpg,Destination Films;Andrea Sperling Productions;Screen Gems;Anonymous Content,,2004-01-21,0,91,en,Released,Evil is so totally busted!,D.E.B.S.,False,5.6,91,coming out;covert operation;lesbian;female protagonist;in the closet;based on short film;lgbt;metrosexual;subversion;female agent;schoolgirl uniform;punk rocker;lip synching;plaid;thesis;german girl;french girl;woman director;spy spoof
False,,0,Comedy;Crime,,158,tt0119472,de,Knockin' on Heaven's Door,"Two young men, Martin and Rudi, both suffering from terminal cancer, get to know each other in a hospital room. They drown their desperation in tequila and decide to take one last trip to the sea. Drunk and still in pajamas they steal the first fancy car they find, a 60's Mercedes convertible. The car happens to belong to a bunch of gangsters, which immediately start to chase it, since it contains more than the pistol Martin finds in the glove box.",7.203307,/9Qnh5khKtaRq01dniIOCHniRfkZ.jpg,Touchstone,,1997-02-20,0,87,de,Released,,Knockin' on Heaven's Door,False,7.6,135,ocean;car race;brain tumor;money delivery;dying and death;friendship;police;road movie
False,,0,Drama,,26614,tt0021739,fr,La Chienne,"Cashier Maurice Legrand is married to Adele, a terror. By chance, he meets Lucienne, ""Lulu"", and make her his mistress. He thinks he finally met love, but Lulu is nothing but a streetwalker, in love with Dede, her pimp. She only accepts Legrand to satisfy Dede's needs of money. Remade as Fritz Lang's Scarlet Street with Edward G. Robinson and Joan Bennett.",1.743615,/cQExXkAp24jdcO3E6iU4SKAU599.jpg,Les Établissements Braunberger-Richebé,,1931-11-20,0,91,fr,Released,,La Chienne,False,7.1,19,
False,,0,Drama;History;War,,1566,tt0052654,de,Die Brücke,"A group of German boys are ordered to protect a small bridge in their home village during the waning months of the second world war. Truckloads of defeated, cynical Wehrmacht soldiers flee the approaching American troops, but the boys, full of enthusiasm for the ""blood and honor"" Nazi ideology, stay to defend the useless bridge.",2.288764,/frZsN12LNj62nnW11D3I06eC5O4.jpg,Fono Film,,1959-10-21,0,103,en;de,Released,They look for love in a world of violence!,The Bridge,False,7.6,34,war crimes;small town;bridge;u.s. army;firearm;dead soldier;shot in the back;steel helmet;shot to death;teenage boy;american abroad;nazi soldier
False,,113000000,Science Fiction;Adventure;Action,http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,1895,tt0121766,en,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",13.165421,/tgr5Pdy7ehZYBqBkN2K7Q02xgOb.jpg,Lucasfilm,,2005-05-17,850000000,140,en,Released,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,False,7.1,4200,showdown;death star;vision;cult figure;hatred;dream sequence;expectant mother;space opera;chancel;childbirth;galactic war
